epoch,loss,pixel_accuracy,mIoU,mean_dice,mean_hd95
1,0.9817332006417788,0.35489266249240936,0.04825406338547363,0.07994656051895119,79.58265945683183
2,0.9624245865986898,0.49824920481677487,0.07136730135373878,0.10617346278179372,74.02834265353695
3,0.9465815883416396,0.518682798834258,0.07799217910485712,0.11284304720275318,73.91420355573793
4,0.9344450819950837,0.5786623765274403,0.09022679665926354,0.13016245397015574,67.46745509365721
5,0.9286077882234867,0.5949842694058944,0.10727549000538265,0.15577595493261986,68.18429665650443
6,0.9133616273219769,0.6770165523022501,0.11971391079282095,0.1694562209000121,63.98595393089514
7,0.907455447774667,0.6550708497530737,0.1261010559893811,0.1796274387325817,73.76690233266248
8,0.9042498194254361,0.6736489786212911,0.14181090899451426,0.20424103394436463,54.6504761678672
9,0.8940379734222705,0.6672693028047186,0.15154815811034292,0.21190258879483198,66.9038009728682
10,0.8865666251916152,0.7061916310680927,0.15690925847676765,0.2187654886634361,45.72250141605644
11,0.8845622287346766,0.67731250268071,0.16133783209256075,0.22794970682222762,61.328636899376455
12,0.8794734730170324,0.6930856119054374,0.16964613506479337,0.23235982416590484,60.449008405065456
13,0.8709186785496198,0.7496719563501409,0.17333876095577466,0.24009866112891937,54.08286125709076
14,0.8656474432119956,0.7033330348496056,0.16837099794579072,0.2393393089881999,65.14944369257515
15,0.862348408653186,0.7189323964455855,0.16248278942677766,0.2350668371470276,65.16645633663214
16,0.8545723901345179,0.7261103030312152,0.18185128417222188,0.2569811182913918,67.47716716397652
17,0.8486988108891708,0.7702423512290631,0.20481477656939365,0.28599976735586163,50.60496441803728
18,0.8536849216772959,0.7689933849484438,0.19491012597787932,0.27420630903207566,67.94867158808275
19,0.8494889518389335,0.7980485936525303,0.22813803499200422,0.32102423957556697,32.417469610140664
20,0.8516967090276572,0.8125728118446369,0.23665728821777576,0.3246110820845012,45.551411378103545
21,0.8403870566533163,0.781588996936654,0.21512141054073203,0.30177631900233776,54.45445479409933
22,0.8356195527773637,0.7927184016723116,0.23262031751908907,0.32219346934072224,64.01849615372468
23,0.8337253068502133,0.7452908673761549,0.20238360057137628,0.2841922763098366,57.33289904309473
24,0.8298242745491174,0.7829303677595435,0.23209433528944487,0.3224008744483714,49.43107592190242
25,0.8321284892467352,0.7693435138858894,0.2074103228481945,0.29083200665526593,50.61260451734195
26,0.8283549214784915,0.7512292889289877,0.2108600737973831,0.29651756947376684,70.39744947823237
27,0.818818041911492,0.8060598718225592,0.23069723014695734,0.3218343418567395,29.03404381877618
28,0.8186473021140466,0.8106308114969912,0.23530038968373032,0.32894663711161903,14.114882776478575
29,0.8201910200027319,0.7988605195573311,0.2397907022537702,0.33641517406362337,50.505075259737644
30,0.8060132952836844,0.810132744994315,0.2252371655522319,0.3185365442893951,36.477313786439
31,0.8144788031394665,0.7967468032768998,0.2260078514061597,0.31913037035399244,32.080628337795304
32,0.8033756304245728,0.804447382460745,0.2463482548399216,0.3443701534644362,36.86486675431356
33,0.8048807990092498,0.7954837656205439,0.2469553112792048,0.34738831490472755,53.05258711797933
34,0.7980250521348073,0.8113489031475485,0.24369054949465893,0.34277871450500463,27.116242597741678
35,0.7974104789587168,0.7823825623297984,0.24567954024480163,0.3502444734543842,62.37849320506603
36,0.7971248477697372,0.8159633361651664,0.25187217646365795,0.3514501053946923,24.615201079854657
37,0.7906375080347061,0.8216679621863757,0.250420258490304,0.34508428928251195,26.99323799986326
38,0.7878035880052127,0.7961388746962803,0.24047201843246913,0.33816885212566744,28.09202687170848
39,0.7979321640271407,0.7899168434367567,0.23754271675303537,0.33947765587255724,16.702734290151646
40,0.7919255472146548,0.8171125988476522,0.2436746734974644,0.3402485896326451,13.830562493115714
41,0.7901797030980771,0.8083246860841619,0.2557066309883498,0.35264734660049946,56.8680227038262
42,0.7754118121587313,0.813162605657596,0.25988416111642676,0.36604547851344693,40.687813974134464
43,0.7800883226669751,0.8085166437285685,0.2599498079587916,0.36460781611568727,38.207343580852346
44,0.772599593951152,0.8207256315000162,0.27203582679237687,0.37825054672120767,31.788052813058467
