epoch,loss,pixel_accuracy,mIoU,mean_dice,mean_hd95
1,2.9867505307467477,0.2906351608313098,0.048272224116623984,0.07912564785252985,22.678739695065968
2,2.4147416555656576,0.5720321248755587,0.06946327347572592,0.10567619414645828,18.631783247154573
3,1.959725998482614,0.6615299874561587,0.07932851401600466,0.11383441213255943,18.57084808375466
4,1.6130694623263377,0.6492027098309253,0.0671492477479777,0.09483063033041829,20.569201810319147
5,1.3546109739339576,0.7268526997853174,0.08303256887715729,0.11272267966186046,13.060266633070281
6,1.156560187069875,0.7643584092272105,0.07466904278647803,0.10005179524740448,14.013876318025039
7,1.0208266962249324,0.7595842247085833,0.07358294407634938,0.09846768963862522,12.997640659332623
8,0.9467065525504778,0.7432523238463165,0.06645200286078466,0.08792894177775923,15.110777926019972
9,0.8930959004276203,0.7772842846812382,0.0694144995800186,0.08960576266387883,16.678173481193564
10,0.8528194764875016,0.7473470941856624,0.067299975559416,0.09007972177136392,14.735302460055307
11,0.7887659399014599,0.7606117361293483,0.06966381604590464,0.0921302649011928,14.59012366570455
12,0.7702124169412649,0.7591808954361337,0.06956259990594868,0.09175606306032315,14.465391341828669
13,0.7454907022557169,0.7769626747352587,0.07247795211372765,0.09404687237285742,16.768316752544628
14,0.7034204855280103,0.7752509332633025,0.08309782320158905,0.1083810472659678,15.561062201698562
15,0.6746308218758061,0.7785489777935631,0.08315568455805329,0.10987074273003496,16.498149966031647
16,0.6404719431445284,0.7681426310763699,0.08689450666782096,0.11644634136251975,15.606920080297014
17,0.655193603826019,0.780593164923296,0.09102029062821802,0.11979255206214652,17.070129988039323
18,0.6164901121607367,0.7727362956463766,0.08945183374938925,0.1230905742404951,15.264946785455033
19,0.5930337990229985,0.7708760146252011,0.09665749316991604,0.1338429111196145,13.705658781783663
20,0.589222956378505,0.7848108152443415,0.09775277829227874,0.13325525008986094,14.322330281377843
21,0.6103346302824201,0.7799965987904637,0.10135445051760723,0.14156466495540482,16.809159026901774
22,0.6015917192090232,0.7859526283749668,0.10983349931895983,0.15107459205599538,16.153943810609018
23,0.5715653750131715,0.7840676660102532,0.10854575737828503,0.14778729146048927,16.553474520788612
24,0.5482449866128418,0.7849904322169791,0.11257400598136748,0.15285528577212845,13.491029934842418
25,0.5441853707691409,0.7838498230543313,0.12081203412721406,0.16437784873731479,15.462539831959232
26,0.5137358597427044,0.7868842738455264,0.11824462563240996,0.16107403764544126,14.09643140945821
27,0.5067439304207856,0.7847868863807895,0.1261623077311745,0.1698157684550797,14.459059548665174
28,0.49741056842624015,0.7831148758520895,0.12176435922665234,0.16559046483615744,13.406568513257955
29,0.4792368471060159,0.775800695141011,0.11867491655922414,0.16041245322701908,14.304545626667487
30,0.4679667384557004,0.7802011980986335,0.1295832038483487,0.1742602531942412,14.943597439562467
31,0.47639410900619794,0.7881756799973513,0.12614455164531357,0.1716549701062015,14.905788166949112
32,0.4725604571823804,0.7809336621169218,0.11937625312263554,0.16161539381870288,13.789090586162146
33,0.4783308281088775,0.7901907461516292,0.12625527219307373,0.17072905199215094,14.623072727945456
34,0.46798751657863835,0.7733372261631272,0.12585006454731668,0.16949139215663703,14.831509808401133
35,0.45396873298681006,0.7855820319819043,0.13539345393776708,0.18592639668555302,13.261260088561118
36,0.434615840045911,0.7924961943324712,0.13249910949241808,0.18230096711716706,14.91186567351157
37,0.4174775146650818,0.7884603431760224,0.12960164822307138,0.1755628876744992,14.630921831083649
38,0.40945491925725397,0.7939551777771591,0.13742767587954058,0.18741162540715936,15.754119003280772
39,0.4050494062731851,0.7868938303413475,0.13877320949264574,0.1920366261883232,15.538793462934203
