epoch,loss,pixel_accuracy,mIoU,mean_dice,mean_hd95
1,2.9627216183222256,0.45323288603422573,0.06023630072804323,0.08890979505272538,113.73824575671506
2,2.372697944824512,0.6783433212453021,0.06300601570543038,0.08662287608172135,123.63194061343641
3,1.925713218175448,0.7310168832059827,0.07204677419312479,0.09752070537398548,128.9107235770047
4,1.598564815062743,0.7511055278489966,0.07403464838309423,0.09925098471743024,90.8484008510815
5,1.3385740518569946,0.7427231914705139,0.08671789935602578,0.12318008951180277,88.74650160805322
6,1.147632421209262,0.7847027651914739,0.1070500095415048,0.15042494110111732,29.573918795172972
7,1.053469106554985,0.7683029663348896,0.09610850646012285,0.13240949312082329,60.814754578911796
8,0.9535757830509772,0.7776026607125527,0.09763476089845458,0.13921767159190354,91.19305042817665
9,0.8839544642430085,0.7883988723372327,0.09527677744741708,0.1299329048601285,97.98595299042121
10,0.850096902021995,0.7709324249435519,0.06946927474109794,0.0914769742662154,37.049988621499566
11,0.7784331171558454,0.7842095947350706,0.09714253629226652,0.13440270345347113,39.60480562040238
12,0.7386161386966705,0.7887429968092722,0.09853367793371477,0.12955553043615536,68.28566195854236
13,0.7221011519432068,0.7962490037499653,0.11893913479940842,0.16547538086170066,31.592749763744735
14,0.7037501627436051,0.7888791755144104,0.09458409036530335,0.1298551069289805,34.876646865846666
15,0.6945010412197846,0.7836356087354605,0.09190654461767302,0.12267462260928695,37.88180014811969
16,0.6668212591455533,0.7881580999588567,0.1142826630524697,0.1594458949919721,38.196688439752265
17,0.6053571563500625,0.7965193859200098,0.11995514685185382,0.1662585983053175,42.962800591881305
18,0.5906710063035672,0.7999259228477561,0.12932488393058011,0.17493512919141596,34.35281193903489
19,0.5730620777377715,0.7937325853180093,0.12486477077101417,0.17285798667896135,52.29853912747348
20,0.5585197548453624,0.7921954157458363,0.11971644063589341,0.1633022035524471,37.68617562589733
21,0.5410596533463552,0.7938330968281009,0.12195059468993706,0.16752045002219282,38.45319960176584
22,0.533464389351698,0.8013318235976533,0.12328604091857337,0.16706401904376944,58.96382352865605
23,0.49968654920275396,0.7920422875983263,0.12984539725003438,0.1832138406102002,70.29444803106949
24,0.4916220103891996,0.7953708119428141,0.13394218372874517,0.1850139950580803,64.7985850294548
25,0.4798581127363902,0.795501930270596,0.13974944971229988,0.19876688759442163,38.69280662425814
26,0.4850619203196122,0.7954357315051062,0.12462892635183964,0.17025240316454845,36.74807899663434
27,0.44384473361648047,0.8013179028569706,0.14730811922945394,0.2048099385923488,35.4609156567452
28,0.4504519680944773,0.7981710818020158,0.1452469774477318,0.19933625164525773,50.39873932332903
29,0.42695297587376374,0.7965099800141431,0.14863054854012217,0.20849933110766494,67.87730303120917
30,0.41348554767095125,0.8085126119370991,0.17329997344719664,0.2441966714239871,79.9998323433285
31,0.3997665463158718,0.7889695850816012,0.1582823752715023,0.22433433843092182,27.235212894304734
32,0.39414348252690756,0.7811293486818404,0.1454597322130582,0.2090710201483651,35.4296739018619
33,0.3851087758174309,0.8045127880909042,0.16334956718707483,0.2318128217793363,78.53579958956712
34,0.41143931763676495,0.7632147098736107,0.13334329051713975,0.1924640992209167,59.34606176707337
35,0.40273191034793854,0.7862445436575215,0.12736866888074805,0.18619160360522924,41.32623796584969
36,0.3787031059081738,0.7892032089715185,0.16965783262025622,0.24666955038694002,69.34058636140111
37,0.3662654539713493,0.7897595683035344,0.13790641716739238,0.20343531852392632,36.162538997460956
38,0.3454097770154476,0.7956457653831098,0.16321655849194544,0.23632024730854648,36.11153627780561
39,0.3510566938381929,0.8047337516315249,0.17562662972144424,0.252496245070697,32.42217559213802
40,0.3135554837779357,0.79890496820136,0.18017697269966,0.2619910348075244,67.85553040662977
41,0.3015916870477108,0.8075540748820345,0.18708293457738936,0.2671110568034377,34.35628809481559
42,0.27865397113447005,0.8096354889794669,0.18952375455695614,0.27284553041446485,34.785822027996595
43,0.2761876262151278,0.806862684365396,0.19480963161362022,0.2809819564752726,33.524799112630646
44,0.27426756044419914,0.8038391747363539,0.18749662443144124,0.2725365363759395,54.347408368265704
45,0.26434542439304864,0.8029524988021108,0.18204398999943733,0.26606874899087485,37.51747912374222
46,0.26564591764830625,0.8128787770049907,0.20090910071515852,0.29367321521242423,34.18192941930824
